ppm_norm,ile.7
1.10382,0.171054709
1.1042,0.170911375
1.10458,0.157377058
1.104662309,0.147302641
1.10497,0.142322329
1.10535,0.141659596
1.10573,0.137421874
1.105761813,0.134510009
1.10611,0.133336306
1.10649,0.132995104
1.106861316,0.129472592
1.10687,0.123695288
1.10726,0.122045928
1.10764,0.12116905
1.10796082,0.123907341
1.10802,0.126908294
1.1084,0.12639965
1.10878,0.125964719
1.109060323,0.121737872
1.10916,0.117430303
1.10955,0.117149026
1.10993,0.116765702
1.110159827,0.119445855
1.11031,0.118726882
1.11069,0.116577585
1.11107,0.111641706
1.111259331,0.106493452
1.11145,0.109481857
1.11184,0.110221723
1.11222,0.113304254
1.112358834,0.110778017
1.1126,0.107249232
1.11298,0.107322676
1.11336,0.108335012
1.113458338,0.109424138
1.11374,0.106581911
1.11413,0.106472539
1.11451,0.10354729
1.114557841,0.103738431
1.11489,0.104352227
1.11527,0.104476226
1.11565,0.104303488
1.115657345,0.105333223
1.11603,0.108280603
1.11642,0.109386077
1.116756848,0.11650053
1.1168,0.124428482
1.11718,0.127145628
1.11756,0.128985747
1.117856352,0.129363846
1.11794,0.130224607
1.11832,0.13186268
1.11871,0.133557233
1.118955855,0.134018564
1.11909,0.127490081
1.11947,0.124087763
1.11985,0.118052661
1.120055359,0.111999311
1.12023,0.110249348
1.12061,0.110140212
1.121,0.109822731
1.121154863,0.108954024
1.12138,0.108138015
1.12176,0.10803607
1.12214,0.107321171
1.122254366,0.104702918
1.12252,0.100622459
1.1229,0.100610887
1.12329,0.100046946
1.12335387,0.10572136
1.12367,0.110899579
1.12405,0.111545508
1.12443,0.110432123
1.124453373,0.105555314
1.12481,0.104890962
1.12519,0.104708356
1.125552877,0.107265543
1.12558,0.106859422
1.12596,0.1048142
1.12634,0.103729229
1.12665238,0.104145808
1.12672,0.108987902
1.1271,0.110508959
1.12748,0.111760071
1.127751884,0.108877065
1.12787,0.105369192
1.12825,0.106196191
1.12863,0.107349194
1.128851387,0.113276232
1.12901,0.11794266
1.12939,0.119399097
1.12977,0.122596124
1.129950891,0.13408423
1.13015,0.154610745
1.13054,0.15963627
